"","ID","b03_Jan","b03_Feb","b03_Mar","b03_Apr","b03_May","b03_Jun","b03_Jul","b03_Aug","b03_Sep","b03_Oct","b03_Nov","b03_Dec","b03_pen","n","specie"
"30",30,0.0633722469210625,0.0488374680280685,0.0496275909245014,0.0571132637560368,0.0735440254211426,0.0852103605866432,0.0988498330116272,0.102730363607407,0.0925518199801445,0.0835809111595154,0.0762329995632172,0.0731439366936684,0.000186802644748241,42,"olive"
"31",31,0.0584929920732975,0.0464156419038773,0.0460624061524868,0.0547247566282749,0.0709773749113083,0.0839680731296539,0.0967810973525047,0.0992201566696167,0.0915331095457077,0.0830297768115997,0.0768079608678818,0.0713104754686356,0.000141078242450021,42,"olive"
"32",32,0.0587426051497459,0.0448836721479893,0.0452530346810818,0.0534868724644184,0.0708035230636597,0.0849258527159691,0.0971842780709267,0.0999648347496986,0.0895186364650726,0.0796517953276634,0.0730076134204865,0.0693329125642776,0.000178336020326242,42,"olive"
"33",33,0.0527135469019413,0.0362816900014877,0.0339398868381977,0.0443398505449295,0.0614844299852848,0.0740554481744766,0.0885061323642731,0.0919237732887268,0.0811875388026237,0.0715204775333405,0.0660041496157646,0.0610498152673244,0.000174909160705283,42,"olive"
"34",34,0.0503740161657333,0.0326919555664062,0.0312729105353355,0.0437194146215916,0.0630698204040527,0.07640390843153,0.0900656804442406,0.0938027501106262,0.0838084518909454,0.0756641700863838,0.069130927324295,0.0646317601203918,0.000122067802294623,42,"olive"
"35",35,0.0532365329563618,0.0370307341217995,0.0395061746239662,0.0509857498109341,0.0688608810305595,0.0812629461288452,0.0923626124858856,0.0952617675065994,0.0858198329806328,0.077382892370224,0.0705673694610596,0.0672357231378555,0.000131746375700459,42,"olive"
"36",36,0.0467790067195892,0.0316792912781239,0.0352542772889137,0.0490273386240005,0.0674531012773514,0.0813637226819992,0.0952441170811653,0.0992938131093979,0.0891434103250504,0.0785552933812141,0.0690629780292511,0.0656639188528061,0.000151390471728519,42,"olive"
"37",37,0.0560188703238964,0.0424426719546318,0.0432427972555161,0.054148118942976,0.0695904865860939,0.0798537060618401,0.0902068763971329,0.0929065644741058,0.0842087939381599,0.0743541494011879,0.0682837963104248,0.065581813454628,0.00018671942234505,42,"olive"
"38",38,0.0489954985678196,0.034809734672308,0.0376077555119991,0.0477102734148502,0.0683391764760017,0.0809997096657753,0.0919652506709099,0.0942454859614372,0.0853347927331924,0.075020544230938,0.0679961517453194,0.0646419897675514,0.000138909148517996,42,"olive"
"39",39,0.0506628043949604,0.0384986884891987,0.0366862900555134,0.0457274131476879,0.0648883879184723,0.079616367816925,0.0921018794178963,0.0953983068466187,0.087128534913063,0.0779539495706558,0.0721859410405159,0.0673161149024963,0.000117959971248638,42,"olive"
"40",40,0.0466894581913948,0.0385679006576538,0.0372656807303429,0.0467232838273048,0.0635891035199165,0.0779682472348213,0.0907153561711311,0.093718633055687,0.0826328098773956,0.0746682956814766,0.0674254298210144,0.0625157132744789,0.000148634921060875,42,"olive"
"41",41,0.0493357740342617,0.0382271558046341,0.0400068759918213,0.0497690178453922,0.0669280141592026,0.0815542563796043,0.0946114510297775,0.0967386215925217,0.0865294635295868,0.0757646858692169,0.0673969835042953,0.0642877295613289,0.00014065534924157,42,"olive"
"42",42,0.0486214980483055,0.0392297953367233,0.0381232686340809,0.0472513101994991,0.0624560751020908,0.0776221454143524,0.0906752645969391,0.0938482955098152,0.0831426605582237,0.0741830840706825,0.0693163871765137,0.0638875514268875,0.00017750910774339,42,"olive"
"43",43,0.0428613126277924,0.0293729584664106,0.0303789805620909,0.0421614348888397,0.0636892765760422,0.0793586149811745,0.0900990664958954,0.0921265780925751,0.0843724310398102,0.0750704854726791,0.0692211240530014,0.0629147887229919,0.000202790746698156,42,"olive"
"44",44,0.0449706204235554,0.0329493284225464,0.0348966605961323,0.0448623821139336,0.0634486526250839,0.0787428766489029,0.0908603668212891,0.0931141003966331,0.0847210511565208,0.0763873159885406,0.0696759670972824,0.0654725581407547,0.000134461457491852,42,"olive"
"45",45,0.0476304851472378,0.0366032272577286,0.0362889692187309,0.0464643537998199,0.0640772208571434,0.078302800655365,0.0901303589344025,0.0922392308712006,0.0835295021533966,0.0762223526835442,0.0704232081770897,0.0645844116806984,0.000152387859998271,42,"olive"
"46",46,0.0416688323020935,0.0299751777201891,0.0302933193743229,0.0409922786056995,0.060862734913826,0.075675331056118,0.0888384059071541,0.0900308564305305,0.080643504858017,0.0722665041685104,0.0663002952933311,0.0618728138506413,0.000168572092661634,42,"olive"
"47",47,0.0476840250194073,0.0382272377610207,0.0372157990932465,0.0452216267585754,0.0646857693791389,0.0802017524838448,0.0918181091547012,0.0934900715947151,0.0850394368171692,0.0766680836677551,0.0696696564555168,0.0649881809949875,0.000159509960212745,42,"olive"
"48",48,0.054654199630022,0.0431109257042408,0.0419006384909153,0.0523797310888767,0.0712573975324631,0.0844761058688164,0.0981488823890686,0.0992831438779831,0.0914939045906067,0.0829701870679855,0.0762610509991646,0.0704741254448891,9.83727586572058e-05,42,"olive"
"49",49,0.0469504408538342,0.0349686220288277,0.0349843949079514,0.0449734888970852,0.0652094706892967,0.0799013674259186,0.0932117775082588,0.0960662215948105,0.0873455181717873,0.0791167467832565,0.0743945688009262,0.0684489980340004,0.00022633966000285,42,"olive"
"50",50,0.0466827712953091,0.0295947398990393,0.0294954031705856,0.0402526557445526,0.0598055049777031,0.0753224566578865,0.0888631194829941,0.0912287831306458,0.0829889252781868,0.076209083199501,0.0700650066137314,0.0655525848269463,0.000163086981046945,42,"olive"
"51",51,0.0430887565016747,0.0301709640771151,0.0278878752142191,0.0371930636465549,0.0552280209958553,0.0712212473154068,0.0837261453270912,0.0873292833566666,0.0788577497005463,0.0731265172362328,0.0658546462655067,0.0611356757581234,0.000136381306219846,42,"olive"
"52",52,0.0546301566064358,0.0431596077978611,0.0429700911045074,0.051087748259306,0.0686141699552536,0.082536555826664,0.0959474146366119,0.0981158539652824,0.0895409882068634,0.0843767821788788,0.0782370939850807,0.0724384561181068,0.000136052010930143,42,"olive"
"53",53,0.0494867265224457,0.0378171242773533,0.0385929681360722,0.0475976504385471,0.0649188831448555,0.0795919597148895,0.0924298390746117,0.095391109585762,0.0884752050042152,0.0806469470262527,0.0742364004254341,0.0693639069795609,0.00012437513214536,42,"olive"
"54",54,0.043263103812933,0.0321262925863266,0.0330523476004601,0.0428370945155621,0.0632232278585434,0.0782019644975662,0.0929436534643173,0.0960207358002663,0.087260827422142,0.0780711472034454,0.0716733857989311,0.0660125538706779,0.000187468642252497,42,"olive"
"55",55,0.0439336933195591,0.0297523830085993,0.030535064637661,0.0399911887943745,0.0584260709583759,0.074111245572567,0.0892300754785538,0.0908122807741165,0.0825547873973846,0.0753946006298065,0.0679856464266777,0.0631988272070885,0.000129604202811606,42,"olive"
"56",56,0.0408224612474442,0.0258404091000557,0.0268095452338457,0.0369432680308819,0.05552152171731,0.0713516846299171,0.083507813513279,0.0861842036247253,0.0787092372775078,0.0710558071732521,0.0638455525040627,0.0605881325900555,0.000163321383297443,42,"olive"
"57",57,0.0340442322194576,0.0227499511092901,0.0217766016721725,0.0310571789741516,0.0511166788637638,0.0680529624223709,0.0782235413789749,0.081621490418911,0.0726108178496361,0.0632887929677963,0.0568266920745373,0.052401814609766,0.000156056805280969,42,"olive"
"58",58,0.0434136614203453,0.0283074993640184,0.0282064992934465,0.0371421724557877,0.0584593154489994,0.073410265147686,0.0869642198085785,0.0891180783510208,0.0815815031528473,0.0741935670375824,0.0667120069265366,0.0620145425200462,0.000140116084367037,42,"olive"
"59",59,0.0367441847920418,0.0219507943838835,0.0201679952442646,0.0309911053627729,0.0528111197054386,0.0702985301613808,0.0839022025465965,0.0832117050886154,0.0772339552640915,0.0724664106965065,0.0674199089407921,0.063497319817543,0.000204844123800285,42,"olive"
"60",60,0.0436341427266598,0.0293547511100769,0.0268578864634037,0.0364569388329983,0.0556055717170238,0.0715804994106293,0.0856847539544106,0.0880737453699112,0.0786003768444061,0.0728289857506752,0.0680704340338707,0.0628358349204063,0.00020488777954597,42,"olive"
"61",61,0.0378753282129765,0.0236484054476023,0.022580461576581,0.0346754379570484,0.0562817268073559,0.0719714015722275,0.0848130583763123,0.0880261063575745,0.079096145927906,0.0722911432385445,0.0663349255919456,0.0622632317245007,0.000109426408016589,42,"olive"
"62",62,0.0348952449858189,0.0218105167150497,0.0206969957798719,0.030755240470171,0.0487096235156059,0.0637231692671776,0.0777390003204346,0.0792656466364861,0.0721795186400414,0.0686425566673279,0.0623054206371307,0.0578298196196556,0.000196448061615229,42,"olive"
"63",63,0.0349414609372616,0.0225827675312757,0.0228185299783945,0.0320501178503036,0.0490164235234261,0.0634201243519783,0.0738466456532478,0.0786424279212952,0.0702018588781357,0.0635671094059944,0.0579161755740643,0.0536389462649822,0.000199789486941881,42,"olive"
"64",64,0.0381967313587666,0.0238236654549837,0.0240588802844286,0.0348777994513512,0.0553710572421551,0.0695238783955574,0.0834723711013794,0.088656835258007,0.0817736983299255,0.0719000399112701,0.0657517164945602,0.0616116747260094,0.000125151127576828,42,"olive"
"65",65,0.0442958436906338,0.0331262424588203,0.0320984534919262,0.0416707023978233,0.0585183352231979,0.0735140219330788,0.0861012265086174,0.0894521102309227,0.0820985063910484,0.0752712413668633,0.069368913769722,0.0637794137001038,0.000127931270981207,42,"olive"
"66",66,0.0437901616096497,0.0324886776506901,0.0327841974794865,0.0427392199635506,0.0617533512413502,0.0778768882155418,0.089881420135498,0.0927368775010109,0.0852238461375237,0.0780157670378685,0.0722524523735046,0.0670964047312737,0.000102013567811809,42,"olive"
"67",67,0.0516001507639885,0.0439854972064495,0.0423112139105797,0.0490625090897083,0.06861911714077,0.0826222747564316,0.0967117324471474,0.0989023298025131,0.0897122025489807,0.0791428685188293,0.0727925598621368,0.0672019198536873,0.000108558444480877,42,"olive"
"68",68,0.049434918910265,0.0407289005815983,0.0385773330926895,0.0448608063161373,0.0636054277420044,0.0798123404383659,0.0957116484642029,0.0961140245199203,0.0876395553350449,0.0796691700816154,0.0730545371770859,0.0662876069545746,0.000167949183378369,42,"olive"
"69",69,0.0441918559372425,0.031835500150919,0.0311797522008419,0.0400632508099079,0.0607116669416428,0.0767863914370537,0.0930201336741447,0.09414142370224,0.0853233337402344,0.0778830349445343,0.0693230777978897,0.0627868846058846,0.000141651515150443,42,"olive"
"70",70,0.0500651635229588,0.0354650132358074,0.0344682969152927,0.0439195185899734,0.0652399808168411,0.0800107792019844,0.0928309410810471,0.0936672389507294,0.0834159255027771,0.0762262791395187,0.070211261510849,0.0648968517780304,0.000117105504614301,42,"olive"
"71",71,0.0534198023378849,0.0418216735124588,0.0399832725524902,0.0502060279250145,0.0698745101690292,0.0849625915288925,0.0971242934465408,0.0986701175570488,0.0904419347643852,0.0832129418849945,0.0764779075980186,0.0710956752300262,8.40075226733461e-05,42,"olive"
"72",72,0.0546253174543381,0.0443108007311821,0.0425346940755844,0.049564566463232,0.0698112621903419,0.0841977968811989,0.0964875668287277,0.0987736731767654,0.0889345854520798,0.0793090611696243,0.0738420709967613,0.067913293838501,0.000109939916001167,42,"olive"
"73",73,0.0412889420986176,0.0281889848411083,0.0288003161549568,0.0407691895961761,0.0599845759570599,0.0760211572051048,0.088687889277935,0.0919096618890762,0.0825478509068489,0.0744873881340027,0.0665101259946823,0.0607961602509022,0.000106391198642086,42,"olive"
"74",74,0.038561899214983,0.0268619023263454,0.0282734520733356,0.0391188710927963,0.0569180585443974,0.0729389265179634,0.0886839032173157,0.0916480049490929,0.0834313631057739,0.0749896541237831,0.0655602142214775,0.0592049174010754,0.000127800376503728,42,"olive"
"75",75,0.0356253199279308,0.0233253259211779,0.0242835097014904,0.037357572466135,0.0567981004714966,0.0737621188163757,0.0865900292992592,0.0888827815651894,0.0789255946874619,0.0713059455156326,0.06450355052948,0.0586039759218693,0.000157257876708172,42,"olive"
"76",76,0.0472279861569405,0.0374627076089382,0.0356082767248154,0.0443448536098003,0.0626339539885521,0.0796627551317215,0.0957676246762276,0.0971038118004799,0.0881758779287338,0.081266850233078,0.0722739920020103,0.0663620382547379,0.000178650749148801,42,"olive"
"77",77,0.0396806634962559,0.0270796418190002,0.0302860625088215,0.0394456498324871,0.0545018725097179,0.0699695497751236,0.085921123623848,0.0884608551859856,0.0795072913169861,0.0719541162252426,0.0652607604861259,0.0595874711871147,0.00014657259453088,42,"olive"
"78",78,0.0441711507737637,0.0337713174521923,0.0347151719033718,0.045825220644474,0.0627689510583878,0.0777182206511497,0.0941233187913895,0.0978480204939842,0.0916265845298767,0.0836155414581299,0.0748642235994339,0.0688186958432198,0.000113760062959045,42,"olive"
"79",79,0.0330562107264996,0.0227426160126925,0.026105897501111,0.0346922278404236,0.0495884828269482,0.0663116872310638,0.0840012803673744,0.0837268233299255,0.0753129497170448,0.0695204809308052,0.0614938773214817,0.0572921074926853,0.000140127216582187,42,"olive"
"80",80,0.0368246287107468,0.0228699650615454,0.0224791578948498,0.0346341840922832,0.0562025271356106,0.070601724088192,0.0879933685064316,0.0882913172245026,0.0808433815836906,0.0734794959425926,0.0681094378232956,0.0612932294607162,0.000152617736603133,42,"olive"
"81",81,0.0287878084927797,0.0200088452547789,0.0251250490546227,0.0369532816112041,0.0526713132858276,0.0687753260135651,0.0865553915500641,0.0856879577040672,0.0788319930434227,0.0736219808459282,0.067130409181118,0.061064176261425,0.000124695827253163,42,"olive"
"82",82,0.0264803767204285,0.0180792547762394,0.018913671374321,0.0301851909607649,0.0454668365418911,0.0608397983014584,0.0754318162798882,0.0773363932967186,0.0678371340036392,0.0611622929573059,0.0546065084636211,0.0498833060264587,0.000168846032465808,42,"olive"
"83",83,0.0526354685425758,0.0416405685245991,0.0395594350993633,0.0482267551124096,0.0666279718279839,0.0805182680487633,0.0950152799487114,0.0989179611206055,0.0907281562685966,0.0828276947140694,0.0741179138422012,0.066584475338459,0.000121187287732027,42,"olive"
"84",84,0.0438471175730228,0.0336824879050255,0.0335805676877499,0.0437485203146935,0.0594253577291965,0.0767172500491142,0.0921208783984184,0.0925545319914818,0.0841596648097038,0.0763614028692245,0.0657572746276855,0.0594104155898094,0.000135276859509759,42,"olive"
"85",85,0.0468141324818134,0.0343465395271778,0.0366645865142345,0.0478836186230183,0.0633363053202629,0.0822828486561775,0.100581169128418,0.10159770399332,0.0945653468370438,0.0869903042912483,0.0779426246881485,0.0718987286090851,0.000196920707821846,42,"olive"
"86",86,0.0513847433030605,0.0381030701100826,0.0372109077870846,0.046224731951952,0.0645062029361725,0.0783807262778282,0.0945342406630516,0.0961465910077095,0.0872126668691635,0.0798920318484306,0.0717204138636589,0.0638618171215057,0.00018137639563065,42,"olive"
"87",87,0.0526534542441368,0.0419347137212753,0.0376860499382019,0.0462373718619347,0.0639634057879448,0.0784224718809128,0.0929529145359993,0.0951278731226921,0.0861829221248627,0.0769408494234085,0.0700231194496155,0.0637047216296196,8.67618582560681e-05,42,"olive"
"88",88,0.0440882444381714,0.03195421397686,0.0288076363503933,0.0364309847354889,0.055848628282547,0.0699869841337204,0.0803534686565399,0.0811363905668259,0.0720224231481552,0.0639825537800789,0.0559436120092869,0.0515785217285156,0.000119942451419774,42,"olive"
"89",89,0.0502054691314697,0.034508477896452,0.0333703234791756,0.0442149639129639,0.0621153749525547,0.0776286870241165,0.0906214863061905,0.0919185057282448,0.0825404524803162,0.073873296380043,0.0663436502218246,0.0616636797785759,0.000128757150378078,42,"olive"
"90",90,0.0394120439887047,0.0261338297277689,0.0246238745748997,0.036138229072094,0.0550356805324554,0.0701169967651367,0.0800362154841423,0.0830966234207153,0.0740848332643509,0.0651740804314613,0.0588716827332973,0.0534413307905197,0.000140625212225132,42,"olive"
"91",91,0.0413451120257378,0.0289285890758038,0.0292192045599222,0.0400712303817272,0.0570408664643764,0.0753958895802498,0.0894530713558197,0.0894560590386391,0.0807531997561455,0.0746254399418831,0.0676607564091682,0.0616606138646603,0.000194163862033747,42,"olive"
"92",92,0.0105935772880912,0.00188123364932835,0.000102340593002737,0.00356829166412354,0.0219245404005051,0.0373323187232018,0.0510526895523071,0.056506123393774,0.05330915376544,0.0480083525180817,0.0440368428826332,0.0369514897465706,0.000264277157839388,42,"olive"
"93",93,0.00862603634595871,0.00140859698876739,7.53576823626645e-05,0.00360376527532935,0.0198692921549082,0.0382484383881092,0.0520400069653988,0.0584773570299149,0.0536317005753517,0.0449013523757458,0.0364641137421131,0.0314546525478363,0.000182795251021162,42,"olive"
"94",94,0.00986101385205984,0.00395133113488555,0.000768788042478263,0.00357129983603954,0.0195032469928265,0.0374801643192768,0.0525966808199883,0.0583718307316303,0.0521503277122974,0.0457836352288723,0.0402349717915058,0.0326233990490437,0.000229541736189276,42,"olive"
"95",95,0.00892725586891174,0.00284544611349702,0.000168514598044567,0.00374478031881154,0.0198693349957466,0.0373530089855194,0.0532603785395622,0.0588911287486553,0.054216280579567,0.0476383417844772,0.0427103154361248,0.0342535339295864,0.000249789503868669,42,"olive"
"96",96,0.00856832042336464,0.000876483449246734,5.54692924197298e-05,0.00331023312173784,0.0186699684709311,0.0348116345703602,0.0492860488593578,0.055726170539856,0.051900040358305,0.0470801144838333,0.0418984554708004,0.0331512093544006,0.000196091932593845,42,"olive"
"97",97,0.0102175250649452,0.00220755464397371,0.000413171568652615,0.00676319049671292,0.0238309931010008,0.0425008125603199,0.0565363541245461,0.0610180199146271,0.0588516592979431,0.0529887080192566,0.046552762389183,0.038186751306057,0.000221282651182264,42,"olive"
"98",98,0.0108603285625577,0.000739968381822109,0.00110548071097583,0.00757622066885233,0.0247791726142168,0.0447724312543869,0.0607934594154358,0.0663107708096504,0.061881747096777,0.0542838573455811,0.0472292639315128,0.0393179468810558,0.000176635920070112,42,"olive"
"99",99,0.00998018402606249,0.00331993587315083,0.000950864749029279,0.00314002810046077,0.0186314228922129,0.0365626662969589,0.0515807792544365,0.0570710971951485,0.0530647598206997,0.048573587089777,0.0409352295100689,0.0340459086000919,0.000218994537135586,42,"olive"
"100",100,0.0102818058803678,0.00305869523435831,0.00135011994279921,0.00853835232555866,0.0265951510518789,0.0455816201865673,0.0631810650229454,0.0693699643015862,0.0649944245815277,0.0553210526704788,0.0482834614813328,0.0394010916352272,0.000229763885727152,42,"olive"
"101",101,0.01127849239856,0.00565936416387558,0.00725487526506186,0.0151049541309476,0.0336471684277058,0.051414217799902,0.0695003718137741,0.0760852172970772,0.0696538761258125,0.062058862298727,0.0551893599331379,0.0448505692183971,0.000184236254426651,42,"olive"
"102",102,0.0154034970328212,0.00855437200516462,0.00427170190960169,0.0112060224637389,0.0281005930155516,0.0442427545785904,0.058147456496954,0.0645900666713715,0.0581928193569183,0.0521946996450424,0.0480649210512638,0.0395398810505867,0.000221911919652484,42,"olive"
"103",103,0.0115016475319862,0.00242204428650439,0.00174246018286794,0.00671322317793965,0.0242934562265873,0.0418522395193577,0.0553283579647541,0.0575779266655445,0.0542373061180115,0.0486423969268799,0.0422116667032242,0.0339391827583313,0.000214358165976591,42,"olive"
"104",104,0.0139836939051747,0.00834988616406918,0.00609047990292311,0.0104047441855073,0.0258895326405764,0.0417677983641624,0.054409347474575,0.0587042234838009,0.0547335781157017,0.0509737357497215,0.0452968701720238,0.0384998135268688,0.000233641287195496,42,"olive"
"105",105,0.0138386357575655,0.00845302082598209,0.00985297467559576,0.017849100753665,0.0351502783596516,0.0557931289076805,0.0758936703205109,0.0818598419427872,0.0749435052275658,0.0622188150882721,0.0532460324466228,0.0440417863428593,0.000159402945428155,42,"olive"
"106",106,0.0140544278547168,0.00725660799071193,0.00876546185463667,0.0142309898510575,0.0315485447645187,0.0528013147413731,0.070206344127655,0.07635498046875,0.0683491304516792,0.060547947883606,0.0524226054549217,0.042398601770401,0.000178397764102556,42,"olive"
"107",107,0.0137073677033186,0.00557334627956152,0.00250134686939418,0.00685347942635417,0.0244688857346773,0.0395370945334435,0.0536253526806831,0.0600893646478653,0.0545701459050179,0.0494254678487778,0.0428235605359077,0.0362713001668453,0.000245911942329258,42,"olive"
