"","ID","b08Jan","b08Feb","b08Mar","b08Apr","b08May","b08Jun","b08Jul","b08Aug","b08Sep","b08Oct","b08Nov","b08Dec","b08_pen","n","specie"
"42",42,0.204952284693718,0.196766972541809,0.194243982434273,0.189724877476692,0.209462210536003,0.231127917766571,0.250422835350037,0.253479033708572,0.245817065238953,0.233384504914284,0.221159696578979,0.204839557409286,0.000246197101660073,42,"olive"
"43",43,0.190102785825729,0.183200716972351,0.183194488286972,0.185593977570534,0.20765545964241,0.229116827249527,0.247193947434425,0.247584894299507,0.241954416036606,0.228052407503128,0.215913712978363,0.199478521943092,0.000276777165709063,42,"olive"
"44",44,0.199312418699265,0.192751526832581,0.188935920596123,0.186083689332008,0.206735402345657,0.225240960717201,0.243427038192749,0.247094929218292,0.23932059109211,0.230246141552925,0.219983443617821,0.203559368848801,0.000230374440434389,42,"olive"
"45",45,0.208843126893044,0.20123565196991,0.195349276065826,0.191725492477417,0.213340699672699,0.233606189489365,0.246351137757301,0.246948406100273,0.236784651875496,0.227562710642815,0.216011628508568,0.205079063773155,0.000191681945580058,42,"olive"
"46",46,0.206060722470284,0.199453979730606,0.197499513626099,0.19471438229084,0.215030908584595,0.236066952347755,0.253742605447769,0.259502947330475,0.253472506999969,0.241477936506271,0.227314576506615,0.212000012397766,0.000222062561078928,42,"olive"
"47",47,0.199400037527084,0.190688818693161,0.186507195234299,0.184175953269005,0.208404093980789,0.231211751699448,0.245764136314392,0.245389550924301,0.238074630498886,0.224445059895515,0.213364899158478,0.198375895619392,0.000241291607380845,42,"olive"
"48",48,0.206718936562538,0.200314953923225,0.196170717477798,0.190567567944527,0.211459740996361,0.230752438306808,0.243738800287247,0.244873657822609,0.236551091074944,0.225514248013496,0.21640919148922,0.20268052816391,0.000159274335601367,42,"olive"
"49",49,0.209665864706039,0.208263218402863,0.201580122113228,0.194161459803581,0.21973392367363,0.243465155363083,0.263413101434708,0.262237399816513,0.255231618881226,0.242749720811844,0.233421742916107,0.21762678027153,0.00041466296534054,42,"olive"
"50",50,0.206454753875732,0.196709394454956,0.190901383757591,0.189637660980225,0.211712539196014,0.234971195459366,0.253314018249512,0.251609921455383,0.242961063981056,0.233659282326698,0.222481310367584,0.20930714905262,0.00041941340896301,42,"olive"
"51",51,0.205951705574989,0.195728346705437,0.188646122813225,0.183038830757141,0.210567444562912,0.231493666768074,0.250948309898376,0.253800600767136,0.245704337954521,0.233918622136116,0.219324484467506,0.203614220023155,0.00034433210385032,42,"olive"
"52",52,0.210565283894539,0.203467831015587,0.199451670050621,0.194746121764183,0.21550227701664,0.238888144493103,0.257122546434402,0.251870363950729,0.244114682078362,0.234729751944542,0.225153163075447,0.21073816716671,0.000352261413354427,42,"olive"
"53",53,0.213177800178528,0.211416959762573,0.203997895121574,0.198693379759789,0.218550637364388,0.238925814628601,0.25698110461235,0.257976889610291,0.251864194869995,0.242420122027397,0.231403827667236,0.214818745851517,0.000312276475597173,42,"olive"
"54",54,0.205602154135704,0.200533509254456,0.19776314496994,0.193598419427872,0.218399554491043,0.241344064474106,0.259685039520264,0.262368142604828,0.256188631057739,0.24429127573967,0.233319997787476,0.214700102806091,0.000295173202175647,42,"olive"
"55",55,0.209671080112457,0.201662197709084,0.197978928685188,0.197116062045097,0.218461275100708,0.239777907729149,0.262437105178833,0.26758599281311,0.259153008460999,0.247789278626442,0.234471037983894,0.216377958655357,0.000236884152400307,42,"olive"
"56",56,0.199571743607521,0.193245872855186,0.189959347248077,0.188869744539261,0.208457961678505,0.231817215681076,0.248659893870354,0.253162056207657,0.246636986732483,0.233146697282791,0.221948400139809,0.207586124539375,0.00028360920259729,42,"olive"
"57",57,0.176992639899254,0.17147958278656,0.168251350522041,0.169804394245148,0.200415313243866,0.226245254278183,0.246523842215538,0.252150565385818,0.246405854821205,0.229306802153587,0.207491382956505,0.182440027594566,0.000247972668148577,42,"olive"
"58",58,0.198342114686966,0.186768665909767,0.181822404265404,0.17863418161869,0.202259287238121,0.224808365106583,0.246091023087502,0.247159078717232,0.240783765912056,0.229768738150597,0.214682370424271,0.195645228028297,0.000192660008906387,42,"olive"
"59",59,0.201710730791092,0.192863076925278,0.186954706907272,0.181543260812759,0.207630157470703,0.232447922229767,0.249411195516586,0.247380986809731,0.240498572587967,0.231861218810081,0.221928417682648,0.208732604980469,0.00017526741430629,42,"olive"
"60",60,0.201212257146835,0.19563202559948,0.192632094025612,0.187768116593361,0.211475357413292,0.23378424346447,0.251231163740158,0.253809422254562,0.241891086101532,0.233769506216049,0.223771721124649,0.210253000259399,0.000262539804680273,42,"olive"
"61",61,0.197066873311996,0.188611552119255,0.186347961425781,0.185249328613281,0.21234418451786,0.236454710364342,0.253887683153152,0.255049914121628,0.244765534996986,0.23369462788105,0.223642587661743,0.210402011871338,0.000306503643514588,42,"olive"
"62",62,0.198479920625687,0.185951367020607,0.184962913393974,0.183663919568062,0.207546070218086,0.229111537337303,0.251715630292892,0.248504936695099,0.240038499236107,0.231008872389793,0.22152242064476,0.208523645997047,0.00029178275144659,42,"olive"
"63",63,0.202607318758965,0.191217765212059,0.186899960041046,0.186554551124573,0.208027586340904,0.227978020906448,0.243759751319885,0.250563859939575,0.24260938167572,0.232011035084724,0.216839343309402,0.199418440461159,0.00026696571148932,42,"olive"
"64",64,0.195911839604378,0.187236994504929,0.183366432785988,0.180019527673721,0.202060431241989,0.223525136709213,0.240397751331329,0.249166429042816,0.241102710366249,0.226777166128159,0.211682349443436,0.194102883338928,0.00042300985660404,42,"olive"
"65",65,0.209946572780609,0.19726337492466,0.195367366075516,0.190270945429802,0.20839062333107,0.228457897901535,0.244469121098518,0.247814998030663,0.23801301419735,0.225309565663338,0.218851327896118,0.20130230486393,0.000325121334753931,42,"olive"
"66",66,0.204477339982986,0.194113314151764,0.188947752118111,0.185951724648476,0.210317999124527,0.230312153697014,0.247624635696411,0.250652283430099,0.239940375089645,0.226211592555046,0.214817643165588,0.197578370571136,0.000297381746349856,42,"olive"
"67",67,0.183873176574707,0.171788960695267,0.171655863523483,0.170582458376884,0.192778572440147,0.215393975377083,0.234974607825279,0.237321272492409,0.231577813625336,0.218641132116318,0.199441954493523,0.174832671880722,0.000216447690036148,42,"olive"
"68",68,0.174368873238564,0.162384301424026,0.163140669465065,0.159271478652954,0.183924540877342,0.211686253547668,0.235723853111267,0.233063355088234,0.227015122771263,0.21571683883667,0.200168669223785,0.177986457943916,0.000270992401055992,42,"olive"
"69",69,0.175864428281784,0.160974353551865,0.163731887936592,0.163506850600243,0.188019275665283,0.21834322810173,0.24135759472847,0.23927067220211,0.233752802014351,0.219860419631004,0.19751538336277,0.168239623308182,0.000293297314783558,42,"olive"
"70",70,0.182342499494553,0.169697657227516,0.172541603446007,0.17411208152771,0.196359574794769,0.219057753682137,0.238603457808495,0.241027697920799,0.237388402223587,0.225116580724716,0.21031865477562,0.190041765570641,0.000223667069803923,42,"olive"
"71",71,0.190505892038345,0.180294945836067,0.189016193151474,0.188278123736382,0.205977261066437,0.224618420004845,0.241837084293365,0.242287307977676,0.236834585666656,0.2262904047966,0.214236065745354,0.196385279297829,0.000274191901553422,42,"olive"
"72",72,0.187754333019257,0.176476702094078,0.176260560750961,0.174398317933083,0.196538358926773,0.218972876667976,0.236146405339241,0.239816650748253,0.232106402516365,0.220894604921341,0.209013998508453,0.189254641532898,0.000250398559728637,42,"olive"
"73",73,0.16807509958744,0.15731443464756,0.162074252963066,0.163856670260429,0.185362696647644,0.210742473602295,0.229763492941856,0.232352882623672,0.223127499222755,0.206010237336159,0.185893207788467,0.164186790585518,0.000498581619467586,42,"olive"
"74",74,0.168098732829094,0.156827956438065,0.163859695196152,0.162351697683334,0.183136999607086,0.213698357343674,0.239965736865997,0.238001152873039,0.228257119655609,0.20705409348011,0.182184040546417,0.154250711202621,0.000305277499137446,42,"olive"
"75",75,0.173772871494293,0.165494412183762,0.1678317040205,0.165560409426689,0.186319902539253,0.213240757584572,0.235640466213226,0.236017242074013,0.229760557413101,0.215715825557709,0.195982441306114,0.171450242400169,0.000255682680290192,42,"olive"
"76",76,0.182058483362198,0.171152785420418,0.171571955084801,0.169181674718857,0.193741753697395,0.220940217375755,0.244184359908104,0.246332481503487,0.238712951540947,0.224311277270317,0.210178390145302,0.185247823596001,0.000249299599090591,42,"olive"
"77",77,0.167346075177193,0.158137872815132,0.16308718919754,0.163982942700386,0.181929066777229,0.209153950214386,0.233929380774498,0.235340312123299,0.223139882087708,0.206753492355347,0.189668223261833,0.167840957641602,0.000213639155845158,42,"olive"
"78",78,0.180342137813568,0.170546308159828,0.177317023277283,0.175578638911247,0.197982802987099,0.224392369389534,0.247767016291618,0.245477601885796,0.234464004635811,0.219971612095833,0.207796394824982,0.183432549238205,0.000291322881821543,42,"olive"
"79",79,0.156977415084839,0.143622502684593,0.148307800292969,0.154729425907135,0.182462513446808,0.214722916483879,0.243287593126297,0.237767949700356,0.222455680370331,0.199828803539276,0.181371733546257,0.160905465483665,0.000283627072349191,42,"olive"
"80",80,0.157563909888268,0.144073590636253,0.147336170077324,0.152507454156876,0.179417580366135,0.205387771129608,0.228917881846428,0.231084406375885,0.221689715981483,0.206070259213448,0.19227322936058,0.170769914984703,0.000400836725020781,42,"olive"
"81",81,0.151790410280228,0.140991285443306,0.151616737246513,0.159682422876358,0.185813784599304,0.215313047170639,0.242506772279739,0.230163305997849,0.220854863524437,0.206560745835304,0.19068069756031,0.16673569381237,0.000323850166751072,42,"olive"
"82",82,0.14627243578434,0.13427808880806,0.137514099478722,0.143088802695274,0.166018843650818,0.193361908197403,0.220679685473442,0.22600494325161,0.216690763831139,0.195379838347435,0.171935722231865,0.152714043855667,0.00024297260097228,42,"olive"
"83",83,0.188566699624062,0.17699658870697,0.180114313960075,0.179698571562767,0.199761942028999,0.222399845719337,0.243310824036598,0.241685509681702,0.235510632395744,0.224480733275414,0.205102309584618,0.177537888288498,0.000286149355815724,42,"olive"
"84",84,0.175779283046722,0.165695905685425,0.170948788523674,0.17328305542469,0.196014657616615,0.223275542259216,0.246659904718399,0.24690905213356,0.237183943390846,0.215508714318275,0.188823014497757,0.158388093113899,0.000224440664169379,42,"olive"
"85",85,0.194228827953339,0.184992179274559,0.193449944257736,0.190872967243195,0.208267152309418,0.238345310091972,0.262504667043686,0.259059399366379,0.252338767051697,0.237232133746147,0.21397402882576,0.186396181583405,0.000370924884919077,42,"olive"
"86",86,0.192387595772743,0.180015981197357,0.182178109884262,0.178983867168427,0.197733819484711,0.220223024487495,0.245247662067413,0.24692565202713,0.238167122006416,0.228639796376228,0.206061363220215,0.173046618700027,0.000280293519608676,42,"olive"
"87",87,0.18157097697258,0.167722657322884,0.165228053927422,0.161503866314888,0.181742146611214,0.20571468770504,0.225426405668259,0.233585640788078,0.22821170091629,0.212958499789238,0.195687294006348,0.171027228236198,0.000303632055874914,42,"olive"
"88",88,0.172524750232697,0.16027806699276,0.157351180911064,0.154074996709824,0.173888862133026,0.196275994181633,0.21274721622467,0.214542657136917,0.210345283150673,0.197062849998474,0.175265192985535,0.148767471313477,0.000193543848581612,42,"olive"
"89",89,0.177883982658386,0.161234587430954,0.154230788350105,0.155765771865845,0.184054002165794,0.212653785943985,0.23493854701519,0.240042790770531,0.233620703220367,0.219420254230499,0.2013880610466,0.181066438555717,0.000180452829226851,42,"olive"
"90",90,0.191612482070923,0.187091618776321,0.188047423958778,0.177863374352455,0.197525382041931,0.222994953393936,0.245296031236649,0.249104112386703,0.243276461958885,0.230647176504135,0.209205582737923,0.182264879345894,0.000375590432668105,42,"olive"
"91",91,0.17700968682766,0.168267428874969,0.175551816821098,0.173669695854187,0.195244640111923,0.224099308252335,0.245715603232384,0.24316243827343,0.2345180362463,0.220841109752655,0.202224299311638,0.181245133280754,0.000307684356812388,42,"olive"
"92",92,0.115173563361168,0.106212601065636,0.0917536243796349,0.0889682248234749,0.124020658433437,0.168943494558334,0.200175166130066,0.203269138932228,0.193430230021477,0.178929343819618,0.16122180223465,0.142483815550804,0.0002084204897983,42,"olive"
"93",93,0.106693394482136,0.0979348868131638,0.0913073867559433,0.0859686359763145,0.115527242422104,0.160720601677895,0.19587866961956,0.203712806105614,0.202314883470535,0.175605908036232,0.149750590324402,0.135869279503822,0.000276610546279699,42,"olive"
"94",94,0.110363528132439,0.110244005918503,0.110568650066853,0.100110650062561,0.123392790555954,0.164991945028305,0.198256149888039,0.204590126872063,0.191193029284477,0.173721984028816,0.15027342736721,0.130713939666748,0.000228380144108087,42,"olive"
"95",95,0.110751613974571,0.102299273014069,0.0921503081917763,0.0828619226813316,0.108332701027393,0.149870336055756,0.180972874164581,0.186700731515884,0.174458265304565,0.158143177628517,0.139424979686737,0.121873125433922,0.000251705292612314,42,"olive"
"96",96,0.111660286784172,0.0974601283669472,0.0808355212211609,0.0757025852799416,0.10978739708662,0.156917124986649,0.190048381686211,0.195697665214539,0.187485158443451,0.169471964240074,0.151131868362427,0.129023805260658,0.00018347252625972,42,"olive"
"97",97,0.120178259909153,0.11061780154705,0.0985606014728546,0.0914622023701668,0.123534612357616,0.17163473367691,0.204264163970947,0.208641409873962,0.197664231061935,0.17803481221199,0.161134645342827,0.140762224793434,0.000215898980968632,42,"olive"
"98",98,0.114423453807831,0.113325901329517,0.11458794772625,0.103479906916618,0.136358961462975,0.190276816487312,0.225963562726974,0.230180755257607,0.215514287352562,0.192410752177238,0.170593962073326,0.1489177942276,0.00019727335893549,42,"olive"
"99",99,0.118091501295567,0.11221269518137,0.112858481705189,0.100176572799683,0.124119907617569,0.171573281288147,0.207236975431442,0.213249877095222,0.196922153234482,0.176650866866112,0.158168584108353,0.139583945274353,0.000172795567777939,42,"olive"
"100",100,0.134970366954803,0.13588185608387,0.127617403864861,0.119293853640556,0.146551162004471,0.18708124756813,0.219973132014275,0.231096312403679,0.217853054404259,0.193041354417801,0.173113167285919,0.150171548128128,0.000243519913055934,42,"olive"
"101",101,0.137676328420639,0.147699192166328,0.154927045106888,0.142785504460335,0.163007825613022,0.196910664439201,0.230663254857063,0.241794988512993,0.226536631584167,0.206382736563683,0.185608580708504,0.165091454982758,0.000227030279347673,42,"olive"
"102",102,0.133818417787552,0.140060812234879,0.142735913395882,0.131449788808823,0.154284507036209,0.188106819987297,0.215832874178886,0.225630909204483,0.209555819630623,0.191002130508423,0.173408582806587,0.156136676669121,0.000266750867012888,42,"olive"
"103",103,0.130081802606583,0.135730415582657,0.133219584822655,0.112215206027031,0.137088984251022,0.178341925144196,0.208417281508446,0.221148326992989,0.21153499186039,0.184498623013496,0.163733422756195,0.145385503768921,0.000336227065417916,42,"olive"
"104",104,0.126757755875587,0.134356915950775,0.127928227186203,0.111312225461006,0.136591821908951,0.175015732645988,0.207505762577057,0.219648227095604,0.207699969410896,0.187339127063751,0.167844191193581,0.149852454662323,0.000314026779960841,42,"olive"
"105",105,0.134350210428238,0.147052451968193,0.15890945494175,0.148695707321167,0.170701816678047,0.209504082798958,0.244426518678665,0.253708034753799,0.234667986631393,0.209331646561623,0.188255697488785,0.1657884567976,0.000238413558690809,42,"olive"
"106",106,0.13055844604969,0.140197306871414,0.136333987116814,0.12454192340374,0.149532631039619,0.185406386852264,0.213269829750061,0.222774848341942,0.208322301506996,0.187878102064133,0.171203061938286,0.152145147323608,0.00024888024199754,42,"olive"
"107",107,0.128464639186859,0.13664211332798,0.133516371250153,0.118035227060318,0.141870975494385,0.179394096136093,0.210863828659058,0.216734111309052,0.201721787452698,0.18318048119545,0.166231244802475,0.147454515099525,0.000217114094994031,42,"olive"
"108",108,0.134298920631409,0.136609524488449,0.134615540504456,0.128041908144951,0.14920648932457,0.181031703948975,0.218702867627144,0.230740308761597,0.21307598054409,0.189387440681458,0.170391112565994,0.155478149652481,0.000219884037505835,42,"olive"
"109",109,0.12045743316412,0.120675101876259,0.115275532007217,0.111553579568863,0.142056420445442,0.185679584741592,0.225383758544922,0.234206721186638,0.21308234333992,0.189651787281036,0.168327376246452,0.147918447852135,0.000413208530517295,42,"olive"
"110",110,0.121728241443634,0.120458163321018,0.118743538856506,0.119694761931896,0.155612587928772,0.197248414158821,0.227369219064713,0.232201114296913,0.216266348958015,0.194419547915459,0.175705194473267,0.154954701662064,0.000242899433942512,42,"olive"
"111",111,0.128469526767731,0.134428903460503,0.132557705044746,0.121108837425709,0.14373080432415,0.183434322476387,0.216443032026291,0.225021407008171,0.208157584071159,0.186486139893532,0.170106500387192,0.154418408870697,0.000231173718930222,42,"olive"
"112",112,0.133700832724571,0.137628823518753,0.13020171225071,0.117576010525227,0.13801346719265,0.173193246126175,0.211442083120346,0.216049835085869,0.199054539203644,0.177966937422752,0.159519702196121,0.141269370913506,0.000175317414687015,42,"olive"
"113",113,0.133056074380875,0.136244773864746,0.132875621318817,0.1236337646842,0.148277968168259,0.189808651804924,0.225591167807579,0.233688950538635,0.215049028396606,0.189321607351303,0.168116986751556,0.148015335202217,0.00028295029187575,42,"olive"
"114",114,0.13764263689518,0.130756080150604,0.113524824380875,0.106393285095692,0.131482124328613,0.170837372541428,0.202104508876801,0.210544541478157,0.198044046759605,0.181082859635353,0.164680823683739,0.148169174790382,0.000249753094976768,42,"olive"
"115",115,0.129914522171021,0.129032000899315,0.119019791483879,0.113409407436848,0.140893772244453,0.182161390781403,0.212355196475983,0.219806730747223,0.208874180912971,0.19077567756176,0.17533253133297,0.15440970659256,0.000226429299800657,42,"olive"
"116",116,0.130129367113113,0.134430855512619,0.135574892163277,0.128764599561691,0.147896885871887,0.185419082641602,0.211110100150108,0.219745323061943,0.206053629517555,0.188354328274727,0.171240940690041,0.151323541998863,0.000128953310195357,42,"olive"
"117",117,0.126574486494064,0.129528298974037,0.125937208533287,0.120770901441574,0.143465384840965,0.184607669711113,0.215356916189194,0.22158619761467,0.210323140025139,0.18987038731575,0.172524616122246,0.150448888540268,0.000187579295015894,42,"olive"
"118",118,0.141257733106613,0.140852302312851,0.135824590921402,0.124269105494022,0.142539024353027,0.182062447071075,0.214159995317459,0.219663888216019,0.204936563968658,0.182234421372414,0.163156315684319,0.146367609500885,0.000218889224925078,42,"olive"
