,title,link,link_alternative,link_icon,summary,ondemand,generationdate,beginposition,endposition,ingestiondate,orbitnumber,relativeorbitnumber,illuminationazimuthangle,illuminationzenithangle,vegetationpercentage,notvegetatedpercentage,waterpercentage,unclassifiedpercentage,mediumprobacloudspercentage,highprobacloudspercentage,snowicepercentage,cloudcoverpercentage,level1cpdiidentifier,gmlfootprint,footprint,format,processingbaseline,platformname,filename,instrumentname,instrumentshortname,size,s2datatakeid,producttype,platformidentifier,orbitdirection,platformserialidentifier,processinglevel,datastripidentifier,granuleidentifier,identifier,uuid
1ebdce84-d683-4843-a46f-0000d2c0683f,S2A_MSIL2A_20220403T143731_N0400_R096_T19JBF_20220403T215829,https://apihub.copernicus.eu/apihub/odata/v1/Products('1ebdce84-d683-4843-a46f-0000d2c0683f')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('1ebdce84-d683-4843-a46f-0000d2c0683f')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('1ebdce84-d683-4843-a46f-0000d2c0683f')/Products('Quicklook')/$value,"Date: 2022-04-03T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.05 GB",false,2022-04-03 21:58:29,2022-04-03 14:37:31.024,2022-04-03 14:37:31.024,2022-04-04 02:56:43.623,35414,96,42.7141361990005,46.2099469717667,0.382452,55.899221,17.999896,0.03118,3.9360729999999995,21.719337,0.013374,25.656909,S2A_OPER_MSI_L1C_TL_VGS2_20220403T200237_A035414_T19JBF_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-31.0916130251455,-72.14514 -31.03755045779512,-72.1293 -30.89043723683584,-72.086334 -30.743276726236434,-72.04352 -30.69674541361824,-72.03 -30.717325330253914,-70.98651 -31.707438890022775,-71.007324 -31.683953701756977,-72.164764 -31.0916130251455,-72.14514</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-71.007324 -31.707438890022775, -70.98651 -30.717325330253914, -72.03 -30.69674541361824, -72.04352 -30.743276726236434, -72.086334 -30.89043723683584, -72.1293 -31.03755045779512, -72.14514 -31.0916130251455, -72.164764 -31.683953701756977, -71.007324 -31.707438890022775)))",SAFE,04.00,Sentinel-2,S2A_MSIL2A_20220403T143731_N0400_R096_T19JBF_20220403T215829.SAFE,Multi-Spectral Instrument,MSI,1.05 GB,GS2A_20220403T143731_035414_N04.00,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS2_20220403T215829_S20220403T144101_N04.00,S2A_OPER_MSI_L2A_TL_VGS2_20220403T215829_A035414_T19JBF_N04.00,S2A_MSIL2A_20220403T143731_N0400_R096_T19JBF_20220403T215829,1ebdce84-d683-4843-a46f-0000d2c0683f
4f2cfc98-f9b7-4e9d-aff7-a82e9dda5920,S2A_MSIL2A_20220403T143731_N0400_R096_T19JCF_20220403T215829,https://apihub.copernicus.eu/apihub/odata/v1/Products('4f2cfc98-f9b7-4e9d-aff7-a82e9dda5920')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('4f2cfc98-f9b7-4e9d-aff7-a82e9dda5920')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('4f2cfc98-f9b7-4e9d-aff7-a82e9dda5920')/Products('Quicklook')/$value,"Date: 2022-04-03T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.12 GB",false,2022-04-03 21:58:29,2022-04-03 14:37:31.024,2022-04-03 14:37:31.024,2022-04-04 02:51:33.693,35414,96,41.5270815647651,45.6266245832975,0.574593,98.831236,0.09773,0.000242,0.00011300000000000001,0.0,0.243257,0.00011300000000000001,S2A_OPER_MSI_L1C_TL_VGS2_20220403T200237_A035414_T19JCF_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.715722607161137,-71.08859 -30.72910890902974,-69.94217 -31.719688572333347,-69.95206 -31.70577277981865,-71.11047 -30.715722607161137,-71.08859</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.95206 -31.719688572333347, -69.94217 -30.72910890902974, -71.08859 -30.715722607161137, -71.11047 -31.70577277981865, -69.95206 -31.719688572333347)))",SAFE,04.00,Sentinel-2,S2A_MSIL2A_20220403T143731_N0400_R096_T19JCF_20220403T215829.SAFE,Multi-Spectral Instrument,MSI,1.12 GB,GS2A_20220403T143731_035414_N04.00,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS2_20220403T215829_S20220403T144101_N04.00,S2A_OPER_MSI_L2A_TL_VGS2_20220403T215829_A035414_T19JCF_N04.00,S2A_MSIL2A_20220403T143731_N0400_R096_T19JCF_20220403T215829,4f2cfc98-f9b7-4e9d-aff7-a82e9dda5920
7edfa5e9-d31e-4478-96fa-e385150e4109,S2A_MSIL2A_20220403T143731_N0400_R096_T19JBG_20220403T215829,https://apihub.copernicus.eu/apihub/odata/v1/Products('7edfa5e9-d31e-4478-96fa-e385150e4109')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('7edfa5e9-d31e-4478-96fa-e385150e4109')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('7edfa5e9-d31e-4478-96fa-e385150e4109')/Products('Quicklook')/$value,"Date: 2022-04-03T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 910.53 MB",false,2022-04-03 21:58:29,2022-04-03 14:37:31.024,2022-04-03 14:37:31.024,2022-04-04 02:48:24.523,35414,96,43.3521554901139,45.5731070222335,1.799929,57.177836,23.015479999999997,0.059821,2.905769,14.885622,0.012039,17.793351,S2A_OPER_MSI_L1C_TL_VGS2_20220403T200237_A035414_T19JBG_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.784958865256655,-72.05563 -30.743276726236434,-72.04352 -30.59617939595789,-72.00073 -30.449070647851084,-71.95801 -30.302013757768297,-71.915405 -30.15499140322806,-71.8728 -30.00800286227471,-71.83032 -29.861122726905048,-71.78778 -29.80040686361211,-71.77023 -29.81580116202728,-70.968445 -30.80606353252509,-70.98834 -30.784958865256655,-72.05563</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-70.98834 -30.80606353252509, -70.968445 -29.81580116202728, -71.77023 -29.80040686361211, -71.78778 -29.861122726905048, -71.83032 -30.00800286227471, -71.8728 -30.15499140322806, -71.915405 -30.302013757768297, -71.95801 -30.449070647851084, -72.00073 -30.59617939595789, -72.04352 -30.743276726236434, -72.05563 -30.784958865256655, -70.98834 -30.80606353252509)))",SAFE,04.00,Sentinel-2,S2A_MSIL2A_20220403T143731_N0400_R096_T19JBG_20220403T215829.SAFE,Multi-Spectral Instrument,MSI,910.53 MB,GS2A_20220403T143731_035414_N04.00,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS2_20220403T215829_S20220403T144101_N04.00,S2A_OPER_MSI_L2A_TL_VGS2_20220403T215829_A035414_T19JBG_N04.00,S2A_MSIL2A_20220403T143731_N0400_R096_T19JBG_20220403T215829,7edfa5e9-d31e-4478-96fa-e385150e4109
aea9b657-86dc-4b52-a929-8b8bc5fad9c9,S2B_MSIL2A_20220329T143729_N0400_R096_T19JBF_20220329T194326,https://apihub.copernicus.eu/apihub/odata/v1/Products('aea9b657-86dc-4b52-a929-8b8bc5fad9c9')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('aea9b657-86dc-4b52-a929-8b8bc5fad9c9')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('aea9b657-86dc-4b52-a929-8b8bc5fad9c9')/Products('Quicklook')/$value,"Date: 2022-03-29T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 986.80 MB",false,2022-03-29 19:43:26,2022-03-29 14:37:29.024,2022-03-29 14:37:29.024,2022-03-30 01:24:50.026,26434,96,44.7567013116897,44.8852778419456,0.405199,53.908908,43.510234,0.029313,0.015556,1.7e-05,0.008895,0.039279,S2B_OPER_MSI_L1C_TL_VGS2_20220329T181424_A026434_T19JBF_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-31.081521519830527,-72.144806 -30.998012351082448,-72.12012 -30.851185437467134,-72.07684 -30.70426719646554,-72.03381 -30.69671339521898,-72.03162 -30.717325330253914,-70.98651 -31.707438890022775,-71.007324 -31.683953701756977,-72.164764 -31.081521519830527,-72.144806</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-71.007324 -31.707438890022775, -70.98651 -30.717325330253914, -72.03162 -30.69671339521898, -72.03381 -30.70426719646554, -72.07684 -30.851185437467134, -72.12012 -30.998012351082448, -72.144806 -31.081521519830527, -72.164764 -31.683953701756977, -71.007324 -31.707438890022775)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220329T143729_N0400_R096_T19JBF_20220329T194326.SAFE,Multi-Spectral Instrument,MSI,986.80 MB,GS2B_20220329T143729_026434_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_VGS2_20220329T194326_S20220329T144338_N04.00,S2B_OPER_MSI_L2A_TL_VGS2_20220329T194326_A026434_T19JBF_N04.00,S2B_MSIL2A_20220329T143729_N0400_R096_T19JBF_20220329T194326,aea9b657-86dc-4b52-a929-8b8bc5fad9c9
897cf130-5e2c-4d8e-a644-22601fb9ac73,S2B_MSIL2A_20220329T143729_N0400_R096_T19JCF_20220329T194326,https://apihub.copernicus.eu/apihub/odata/v1/Products('897cf130-5e2c-4d8e-a644-22601fb9ac73')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('897cf130-5e2c-4d8e-a644-22601fb9ac73')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('897cf130-5e2c-4d8e-a644-22601fb9ac73')/Products('Quicklook')/$value,"Date: 2022-03-29T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.11 GB",false,2022-03-29 19:43:26,2022-03-29 14:37:29.024,2022-03-29 14:37:29.024,2022-03-30 01:18:11.171,26434,96,43.5601708529282,44.2785191477729,0.581173,83.506131,0.109283,0.24016500000000002,0.002502,0.000133,0.241645,0.002634,S2B_OPER_MSI_L1C_TL_VGS2_20220329T181424_A026434_T19JCF_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.715722607161137,-71.08859 -30.72910890902974,-69.94217 -31.719688572333347,-69.95206 -31.70577277981865,-71.11047 -30.715722607161137,-71.08859</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.95206 -31.719688572333347, -69.94217 -30.72910890902974, -71.08859 -30.715722607161137, -71.11047 -31.70577277981865, -69.95206 -31.719688572333347)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220329T143729_N0400_R096_T19JCF_20220329T194326.SAFE,Multi-Spectral Instrument,MSI,1.11 GB,GS2B_20220329T143729_026434_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_VGS2_20220329T194326_S20220329T144338_N04.00,S2B_OPER_MSI_L2A_TL_VGS2_20220329T194326_A026434_T19JCF_N04.00,S2B_MSIL2A_20220329T143729_N0400_R096_T19JCF_20220329T194326,897cf130-5e2c-4d8e-a644-22601fb9ac73
596cf9a0-2962-4f55-a4a1-32b9a8b14819,S2B_MSIL2A_20220329T143729_N0400_R096_T19JBG_20220329T194326,https://apihub.copernicus.eu/apihub/odata/v1/Products('596cf9a0-2962-4f55-a4a1-32b9a8b14819')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('596cf9a0-2962-4f55-a4a1-32b9a8b14819')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('596cf9a0-2962-4f55-a4a1-32b9a8b14819')/Products('Quicklook')/$value,"Date: 2022-03-29T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 837.96 MB",false,2022-03-29 19:43:26,2022-03-29 14:37:29.024,2022-03-29 14:37:29.024,2022-03-30 01:12:12.057,26434,96,45.4466769299536,44.2719047312656,1.420008,45.947024,35.626599,0.2996329999999999,1.960274,10.004907999999999,0.002007,12.129658,S2B_OPER_MSI_L1C_TL_VGS2_20220329T181424_A026434_T19JBG_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.784923380105436,-72.057434 -30.70426719646554,-72.03381 -30.5573075575672,-71.990875 -30.410315022161967,-71.94806 -30.26326137147506,-71.905426 -30.11609673208196,-71.862976 -29.96891810572213,-71.82065 -29.821706274054527,-71.77847 -29.800365748513773,-71.77237 -29.81580116202728,-70.968445 -30.80606353252509,-70.98834 -30.784923380105436,-72.057434</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-70.98834 -30.80606353252509, -70.968445 -29.81580116202728, -71.77237 -29.800365748513773, -71.77847 -29.821706274054527, -71.82065 -29.96891810572213, -71.862976 -30.11609673208196, -71.905426 -30.26326137147506, -71.94806 -30.410315022161967, -71.990875 -30.5573075575672, -72.03381 -30.70426719646554, -72.057434 -30.784923380105436, -70.98834 -30.80606353252509)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220329T143729_N0400_R096_T19JBG_20220329T194326.SAFE,Multi-Spectral Instrument,MSI,837.96 MB,GS2B_20220329T143729_026434_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_VGS2_20220329T194326_S20220329T144338_N04.00,S2B_OPER_MSI_L2A_TL_VGS2_20220329T194326_A026434_T19JBG_N04.00,S2B_MSIL2A_20220329T143729_N0400_R096_T19JBG_20220329T194326,596cf9a0-2962-4f55-a4a1-32b9a8b14819
e8536349-54fd-4f61-ae22-1eaae22dae0d,S2B_MSIL2A_20220329T143729_N0400_R096_T19JCG_20220329T194326,https://apihub.copernicus.eu/apihub/odata/v1/Products('e8536349-54fd-4f61-ae22-1eaae22dae0d')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('e8536349-54fd-4f61-ae22-1eaae22dae0d')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('e8536349-54fd-4f61-ae22-1eaae22dae0d')/Products('Quicklook')/$value,"Date: 2022-03-29T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.11 GB",false,2022-03-29 19:43:26,2022-03-29 14:37:29.024,2022-03-29 14:37:29.024,2022-03-30 01:00:45.202,26434,96,44.2629815639194,43.6569644996398,0.8843930000000001,82.499313,0.135467,0.212594,0.128145,0.148317,0.011715,0.276499,S2B_OPER_MSI_L1C_TL_VGS2_20220329T181424_A026434_T19JCG_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-29.814255053505175,-71.06958 -29.827168444135932,-69.93359 -30.817888497768987,-69.94302 -30.804455181093843,-71.090515 -29.814255053505175,-71.06958</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.94302 -30.817888497768987, -69.93359 -29.827168444135932, -71.06958 -29.814255053505175, -71.090515 -30.804455181093843, -69.94302 -30.817888497768987)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220329T143729_N0400_R096_T19JCG_20220329T194326.SAFE,Multi-Spectral Instrument,MSI,1.11 GB,GS2B_20220329T143729_026434_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_VGS2_20220329T194326_S20220329T144338_N04.00,S2B_OPER_MSI_L2A_TL_VGS2_20220329T194326_A026434_T19JCG_N04.00,S2B_MSIL2A_20220329T143729_N0400_R096_T19JCG_20220329T194326,e8536349-54fd-4f61-ae22-1eaae22dae0d
8073e672-503c-4ad3-a378-b78db6429075,S2A_MSIL2A_20220324T143731_N0400_R096_T19JBG_20220324T184138,https://apihub.copernicus.eu/apihub/odata/v1/Products('8073e672-503c-4ad3-a378-b78db6429075')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('8073e672-503c-4ad3-a378-b78db6429075')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('8073e672-503c-4ad3-a378-b78db6429075')/Products('Quicklook')/$value,"Date: 2022-03-24T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 859.97 MB",false,2022-03-24 18:41:38,2022-03-24 14:37:31.024,2022-03-24 14:37:31.024,2022-03-24 22:44:10.998,35271,96,47.623697400191,42.9666544276175,1.813843,52.215236,37.357348,0.172084,1.6637649999999997,2.5053080000000003,0.023024,4.174752,S2A_OPER_MSI_L1C_TL_VGS1_20220324T180402_A035271_T19JBG_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.784895018171067,-72.05887 -30.74951533771641,-72.04855 -30.60248023283705,-72.00568 -30.45544269318065,-71.96292 -30.308462062337654,-71.920166 -30.16155030761657,-71.87744 -30.014656194544774,-71.83478 -29.867732843301585,-71.792206 -29.800357650598784,-71.7728 -29.81580116202728,-70.968445 -30.80606353252509,-70.98834 -30.784895018171067,-72.05887</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-70.98834 -30.80606353252509, -70.968445 -29.81580116202728, -71.7728 -29.800357650598784, -71.792206 -29.867732843301585, -71.83478 -30.014656194544774, -71.87744 -30.16155030761657, -71.920166 -30.308462062337654, -71.96292 -30.45544269318065, -72.00568 -30.60248023283705, -72.04855 -30.74951533771641, -72.05887 -30.784895018171067, -70.98834 -30.80606353252509)))",SAFE,04.00,Sentinel-2,S2A_MSIL2A_20220324T143731_N0400_R096_T19JBG_20220324T184138.SAFE,Multi-Spectral Instrument,MSI,859.97 MB,GS2A_20220324T143731_035271_N04.00,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS1_20220324T184138_S20220324T144728_N04.00,S2A_OPER_MSI_L2A_TL_VGS1_20220324T184138_A035271_T19JBG_N04.00,S2A_MSIL2A_20220324T143731_N0400_R096_T19JBG_20220324T184138,8073e672-503c-4ad3-a378-b78db6429075
3561bd9e-9d92-46be-8b72-284f4386b1e7,S2A_MSIL2A_20220324T143731_N0400_R096_T19JCG_20220324T184138,https://apihub.copernicus.eu/apihub/odata/v1/Products('3561bd9e-9d92-46be-8b72-284f4386b1e7')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('3561bd9e-9d92-46be-8b72-284f4386b1e7')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('3561bd9e-9d92-46be-8b72-284f4386b1e7')/Products('Quicklook')/$value,"Date: 2022-03-24T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.10 GB",false,2022-03-24 18:41:38,2022-03-24 14:37:31.024,2022-03-24 14:37:31.024,2022-03-24 22:36:57.090,35271,96,46.4344890097728,42.3278324160606,0.9521,84.343427,0.132136,0.160092,0.015856,0.003268,0.013497,0.045587,S2A_OPER_MSI_L1C_TL_VGS1_20220324T180402_A035271_T19JCG_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-29.814255053505175,-71.06958 -29.827168444135932,-69.93359 -30.817888497768987,-69.94302 -30.804455181093843,-71.090515 -29.814255053505175,-71.06958</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.94302 -30.817888497768987, -69.93359 -29.827168444135932, -71.06958 -29.814255053505175, -71.090515 -30.804455181093843, -69.94302 -30.817888497768987)))",SAFE,04.00,Sentinel-2,S2A_MSIL2A_20220324T143731_N0400_R096_T19JCG_20220324T184138.SAFE,Multi-Spectral Instrument,MSI,1.10 GB,GS2A_20220324T143731_035271_N04.00,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS1_20220324T184138_S20220324T144728_N04.00,S2A_OPER_MSI_L2A_TL_VGS1_20220324T184138_A035271_T19JCG_N04.00,S2A_MSIL2A_20220324T143731_N0400_R096_T19JCG_20220324T184138,3561bd9e-9d92-46be-8b72-284f4386b1e7
c6d5fd0b-b9b2-446f-a0c3-c55f651614a9,S2A_MSIL2A_20220324T143731_N0400_R096_T19JBF_20220324T184138,https://apihub.copernicus.eu/apihub/odata/v1/Products('c6d5fd0b-b9b2-446f-a0c3-c55f651614a9')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('c6d5fd0b-b9b2-446f-a0c3-c55f651614a9')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('c6d5fd0b-b9b2-446f-a0c3-c55f651614a9')/Products('Quicklook')/$value,"Date: 2022-03-24T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 983.67 MB",false,2022-03-24 18:41:38,2022-03-24 14:37:31.024,2022-03-24 14:37:31.024,2022-03-24 22:24:32.326,35271,96,46.8781667610293,43.5548115192304,0.426278,54.266828,43.559542,0.019415,0.058699999999999995,3e-06,0.024554,0.429865,S2A_OPER_MSI_L1C_TL_VGS1_20220324T180402_A035271_T19JBF_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-31.07880588567514,-72.144714 -31.04368030530669,-72.13446 -30.896577056741656,-72.09149 -30.74951533771641,-72.04855 -30.696683143239696,-72.03314 -30.717325330253914,-70.98651 -31.707438890022775,-71.007324 -31.683953701756977,-72.164764 -31.07880588567514,-72.144714</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-71.007324 -31.707438890022775, -70.98651 -30.717325330253914, -72.03314 -30.696683143239696, -72.04855 -30.74951533771641, -72.09149 -30.896577056741656, -72.13446 -31.04368030530669, -72.144714 -31.07880588567514, -72.164764 -31.683953701756977, -71.007324 -31.707438890022775)))",SAFE,04.00,Sentinel-2,S2A_MSIL2A_20220324T143731_N0400_R096_T19JBF_20220324T184138.SAFE,Multi-Spectral Instrument,MSI,983.67 MB,GS2A_20220324T143731_035271_N04.00,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS1_20220324T184138_S20220324T144728_N04.00,S2A_OPER_MSI_L2A_TL_VGS1_20220324T184138_A035271_T19JBF_N04.00,S2A_MSIL2A_20220324T143731_N0400_R096_T19JBF_20220324T184138,c6d5fd0b-b9b2-446f-a0c3-c55f651614a9
4613bc2e-ce37-430a-95e7-8af87385c538,S2A_MSIL2A_20220324T143731_N0400_R096_T19JCF_20220324T184138,https://apihub.copernicus.eu/apihub/odata/v1/Products('4613bc2e-ce37-430a-95e7-8af87385c538')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('4613bc2e-ce37-430a-95e7-8af87385c538')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('4613bc2e-ce37-430a-95e7-8af87385c538')/Products('Quicklook')/$value,"Date: 2022-03-24T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.09 GB",false,2022-03-24 18:41:38,2022-03-24 14:37:31.024,2022-03-24 14:37:31.024,2022-03-24 22:17:26.700,35271,96,45.6743050353508,42.9244701477608,0.615844,85.009861,0.105514,0.23084899999999997,0.039857,0.004957,0.249399,0.145527,S2A_OPER_MSI_L1C_TL_VGS1_20220324T180402_A035271_T19JCF_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.715722607161137,-71.08859 -30.72910890902974,-69.94217 -31.719688572333347,-69.95206 -31.70577277981865,-71.11047 -30.715722607161137,-71.08859</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.95206 -31.719688572333347, -69.94217 -30.72910890902974, -71.08859 -30.715722607161137, -71.11047 -31.70577277981865, -69.95206 -31.719688572333347)))",SAFE,04.00,Sentinel-2,S2A_MSIL2A_20220324T143731_N0400_R096_T19JCF_20220324T184138.SAFE,Multi-Spectral Instrument,MSI,1.09 GB,GS2A_20220324T143731_035271_N04.00,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS1_20220324T184138_S20220324T144728_N04.00,S2A_OPER_MSI_L2A_TL_VGS1_20220324T184138_A035271_T19JCF_N04.00,S2A_MSIL2A_20220324T143731_N0400_R096_T19JCF_20220324T184138,4613bc2e-ce37-430a-95e7-8af87385c538
